FILE	ERR1732819	ERR1733001	ERR1733002	ERR1733037	ERR1733190	ERR1733275	ERR1733322	ERR1733451	ERR1733589	ERR1733970	ERR1734008	ERR1734502	ERR1734505	ERR1734759	ERR1735050	ERR1735391	ERR1735427	ERR1734190	ERR1734292	ERR1733740	ERR1734319	ERR1734877	ERR1733214	ERR1733560	ERR1733874	ERR1732595	ERR1732780	ERR1732880	ERR1733658	ERR1733331	ERR1732456	ERR1732539	ERR1732561	ERR1732746	ERR1732978	ERR1733060	ERR1733128	ERR1733156	ERR1733328	ERR1733345	ERR1733370	ERR1733421	ERR1733510	ERR1733602	ERR1733738	ERR1733981	ERR1733992	ERR1734041	ERR1734219	ERR1734244	ERR1734374	ERR1734522	ERR1734530	ERR1734547	ERR1734553	ERR1734867	ERR1734956	ERR1735071	ERR1735211	ERR1735406	ERR1735464	ERR1732636	ERR1732962	ERR1733171	ERR1733226	ERR1733327	ERR1733679	ERR1734249	ERR1734324	ERR1734386	ERR1734640	ERR1735121	ERR1732609	ERR1732507	ERR1732681	ERR1734077	ERR1734858	ERR1732556	ERR1732611	ERR1732639	ERR1732695	ERR1732709	ERR1732931	ERR1733166	ERR1733201	ERR1733281	ERR1733285	ERR1733449	ERR1733700	ERR1733762	ERR1733797	ERR1733799	ERR1733908	ERR1733932	ERR1734124	ERR1734272	ERR1734332	ERR1734376	ERR1734434	ERR1734448	ERR1734454	ERR1734476	ERR1734490	ERR1734586	ERR1734594	ERR1734758	ERR1734899	ERR1734953	ERR1734997	ERR1735017	ERR1735133	ERR1735228	ERR1735369	ERR1735467	ERR2036227	ERR2041950	ERR1733419	ERR1733470	ERR1734098	ERR1734271	ERR1735060	ERR1735077	ERR1733205	ERR1734396	ERR1734846	ERR1735483	ERR2036147	ERR2036324	ERR1733713	ERR1733973	ERR1734526	ERR2036170	ERR1732732	ERR1733247	ERR1735250	ERR1733697	ERR1733860	ERR1734100	ERR1732447	ERR1732608	ERR1732858	ERR1732874	ERR1732883	ERR1732921	ERR1733083	ERR1733467	ERR1733530	ERR1733729	ERR1733898	ERR1733948	ERR1733955	ERR1734035	ERR1734054	ERR1734185	ERR1734195	ERR1734285	ERR1734303	ERR1734574	ERR1734581	ERR1734619	ERR1734630	ERR1734705	ERR1734711	ERR1734750	ERR1734830	ERR1734948	ERR1735307	ERR1735387	ERR1732569	ERR1732699	ERR1732823	ERR1732842	ERR1733094	ERR1733122	ERR1733204	ERR1733647	ERR1734235	ERR1734565	ERR1734734	ERR1735029	ERR1735449	ERR2036180	ERR1732560	ERR1732628	ERR1732678	ERR1732679	ERR1732770	ERR1732802	ERR1733012	ERR1733041	ERR1733547	ERR1733603	ERR1733650	ERR1733741	ERR1733985	ERR1734394	ERR1734416	ERR1734424	ERR1734643	ERR1734730	ERR1734772	ERR1734787	ERR1734832	ERR1734849	ERR1734875	ERR1735163	ERR1735313	ERR1735359	ERR2036195	ERR1732906	ERR1733473	ERR1733551	ERR1733937	ERR1734122	ERR1734398	ERR1735152	ERR1735274	ERR1735460	ERR2036344	ERR1732603	ERR1732753	ERR1732970	ERR1733173	ERR1733222	ERR1733288	ERR1733355	ERR1733480	ERR1733531	ERR1733596	ERR1733606	ERR1733742	ERR1733825	ERR1733867	ERR1734159	ERR1734397	ERR1734498	ERR1734536	ERR1734566	ERR1734638	ERR1734925	ERR1735048	ERR1735093	ERR1735115	ERR1735293	ERR1735312	ERR1732798	ERR1735474	ERR1733070	ERR1733141	ERR1733338	ERR1733426	ERR1733550	ERR1733966	ERR1734308	ERR1734379	ERR1734618	ERR1734644	ERR1735167	ERR1735252	ERR1733447	ERR1734377	ERR1734859	ERR1733387	ERR1734261	ERR1734494	ERR1735266	ERR1735331	ERR1735414
ERR1733713	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1110	1109	1109	1111	1109	1109	1110	1111	1109	1110	1109	1109	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	15	15	15	15	15	15	11	10	10	11	10	10	0	1	0	0	17	13	42	41	41	41	15	13	42	13	15	15	39	43	19	19	11	13	12	26	41	17	15	15	14	14	16	13	16	13	14	16	45	15	14	13	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1101	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1104	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1107	1107	1107	1107	1107	1107	1107	1107	1108
ERR1733973	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1110	1109	1109	1111	1109	1109	1110	1111	1109	1110	1109	1109	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	16	16	16	16	16	16	12	11	11	12	11	11	1	0	1	1	18	14	43	42	42	42	16	14	43	14	16	16	40	44	20	20	12	14	13	27	42	18	16	16	15	15	17	14	17	14	15	17	46	16	15	14	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1101	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1104	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1107	1107	1107	1107	1107	1107	1107	1107	1108
ERR1734526	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1110	1109	1109	1111	1109	1109	1110	1111	1109	1110	1109	1109	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	15	15	15	15	15	15	11	10	10	11	10	10	0	1	0	0	17	13	42	41	41	41	15	13	42	13	15	15	39	43	19	19	11	13	12	26	41	17	15	15	14	14	16	13	16	13	14	16	45	15	14	13	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1101	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1104	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1107	1107	1107	1107	1107	1107	1107	1107	1108
ERR2036170	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1110	1109	1109	1111	1109	1109	1110	1111	1109	1110	1109	1109	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	15	15	15	15	15	15	11	10	10	11	10	10	0	1	0	0	17	13	42	41	41	41	15	13	42	13	15	15	39	43	19	19	11	13	12	26	41	17	15	15	14	14	16	13	16	13	14	16	45	15	14	13	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1101	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1104	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1107	1107	1107	1107	1107	1107	1107	1107	1108
ERR1732732	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1110	1108	1108	1109	1108	1110	1109	1108	1108	1108	1109	1108	1109	1109	1109	1109	1108	1108	1110	1108	1108	1110	1108	1108	1109	1110	1108	1109	1108	1108	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	10	10	10	10	10	10	12	11	11	12	11	11	17	18	17	17	0	8	44	41	41	41	10	10	44	10	13	10	40	44	14	16	6	8	7	27	42	8	12	10	9	12	11	8	13	8	9	11	46	10	11	11	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1102	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1106	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1106	1106	1106	1106	1106	1106	1106	1106	1107
ERR1733247	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1110	1108	1108	1109	1108	1110	1109	1108	1108	1108	1109	1108	1109	1109	1109	1109	1108	1108	1110	1108	1108	1110	1108	1108	1109	1110	1108	1109	1108	1108	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	6	6	6	6	6	6	8	7	7	8	7	7	13	14	13	13	8	0	40	38	38	38	6	6	39	6	9	6	36	40	10	12	2	4	3	23	38	8	8	6	5	8	7	4	9	4	5	7	42	6	7	7	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1101	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1105	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1106	1106	1106	1106	1106	1106	1106	1106	1107
ERR1735250	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1109	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1111	1109	1109	1111	1109	1109	1110	1111	1109	1110	1109	1109	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	42	42	42	42	42	42	37	36	36	37	36	36	42	43	42	42	44	40	0	38	38	38	42	40	41	40	43	42	38	39	46	46	38	39	39	40	35	44	42	42	41	41	43	40	42	40	41	43	41	40	41	41	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1103	1103	1103	1103	1103	1103	1103	1103	1103	1103	1102	1101	1099	1101	1100	1101	1101	1101	1101	1102	1103	1101	1102	1101	1101	1101	1102	1102	1103	1103	1101	1101	1101	1101	1101	1103	1106	1106	1108	1108	1105	1106	1108	1106	1107	1108	1107	1107	1108	1106	1105	1105	1105	1105	1105	1105	1105	1105	1106
ERR1733697	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1111	1109	1109	1111	1109	1109	1109	1111	1109	1110	1109	1109	1130	1130	1130	1130	1130	1131	1130	1130	1130	1130	1130	1130	1130	1130	1131	1131	1130	1131	1130	1130	1130	1130	1131	1130	1130	1130	1131	1131	1130	1130	1130	1130	1130	1130	1130	1130	1130	1131	1130	1131	1130	1131	1131	1131	1130	1130	1130	1130	1130	1130	1131	1130	1130	1131	1130	40	40	40	40	40	40	36	35	35	35	35	35	41	42	41	41	41	38	38	0	0	0	40	38	41	38	41	40	37	39	44	42	36	38	37	39	36	41	40	40	39	39	41	38	41	38	39	41	41	39	39	39	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1137	1135	1136	1136	1135	1137	1136	1135	1136	1136	1137	1137	1137	1136	1136	1137	1137	1136	1136	1137	1139	1135	1103	1103	1103	1103	1103	1103	1103	1103	1103	1103	1102	1101	1099	1101	1100	1101	1101	1101	1101	1102	1103	1101	1102	1101	1101	1101	1102	1102	1103	1103	1101	1101	1101	1101	1101	1103	1104	1104	1106	1106	1103	1104	1106	1104	1105	1106	1105	1105	1106	1104	1104	1104	1104	1104	1104	1104	1104	1104	1105
ERR1733860	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1111	1109	1109	1111	1109	1109	1109	1111	1109	1110	1109	1109	1130	1130	1130	1130	1130	1131	1130	1130	1130	1130	1130	1130	1130	1130	1131	1131	1130	1131	1130	1130	1130	1130	1131	1130	1130	1130	1131	1131	1130	1130	1130	1130	1130	1130	1130	1130	1130	1131	1130	1131	1130	1131	1131	1131	1130	1130	1130	1130	1130	1130	1131	1130	1130	1131	1130	40	40	40	40	40	40	36	35	35	35	35	35	41	42	41	41	41	38	38	0	0	0	40	38	41	38	41	40	37	39	44	42	36	38	37	39	36	41	40	40	39	39	41	38	41	38	39	41	41	39	39	39	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1137	1135	1136	1136	1135	1137	1136	1135	1136	1136	1137	1137	1137	1136	1136	1137	1137	1136	1136	1137	1139	1135	1103	1103	1103	1103	1103	1103	1103	1103	1103	1103	1102	1101	1099	1101	1100	1101	1101	1101	1101	1102	1103	1101	1102	1101	1101	1101	1102	1102	1103	1103	1101	1101	1101	1101	1101	1103	1104	1104	1106	1106	1103	1104	1106	1104	1105	1106	1105	1105	1106	1104	1104	1104	1104	1104	1104	1104	1104	1104	1105
ERR1734100	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1111	1109	1109	1111	1109	1109	1109	1111	1109	1110	1109	1109	1130	1130	1130	1130	1130	1131	1130	1130	1130	1130	1130	1130	1130	1130	1131	1131	1130	1131	1130	1130	1130	1130	1131	1130	1130	1130	1131	1131	1130	1130	1130	1130	1130	1130	1130	1130	1130	1131	1130	1131	1130	1131	1131	1131	1130	1130	1130	1130	1130	1130	1131	1130	1130	1131	1130	40	40	40	40	40	40	36	35	35	35	35	35	41	42	41	41	41	38	38	0	0	0	40	38	41	38	41	40	37	39	44	42	36	38	37	39	36	41	40	40	39	39	41	38	41	38	39	41	41	39	39	39	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1137	1135	1136	1136	1135	1137	1136	1135	1136	1136	1137	1137	1137	1136	1136	1137	1137	1136	1136	1137	1139	1135	1103	1103	1103	1103	1103	1103	1103	1103	1103	1103	1102	1101	1099	1101	1100	1101	1101	1101	1101	1102	1103	1101	1102	1101	1101	1101	1102	1102	1103	1103	1101	1101	1101	1101	1101	1103	1104	1104	1106	1106	1103	1104	1106	1104	1105	1106	1105	1105	1106	1104	1104	1104	1104	1104	1104	1104	1104	1104	1105
ERR1732447	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1112	1110	1110	1111	1110	1112	1111	1110	1110	1110	1111	1110	1111	1111	1111	1111	1110	1110	1112	1110	1110	1112	1110	1110	1111	1112	1110	1111	1110	1110	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	2	2	2	2	2	2	10	9	9	10	9	9	15	16	15	15	10	6	42	40	40	40	0	6	42	8	11	4	38	42	12	14	4	6	5	25	40	10	10	8	7	10	5	6	11	6	7	9	44	8	9	9	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1138	1139	1139	1138	1137	1140	1137	1138	1138	1137	1139	1139	1137	1139	1139	1139	1139	1139	1139	1138	1139	1139	1139	1139	1139	1141	1137	1105	1105	1105	1105	1105	1105	1105	1105	1105	1105	1104	1103	1101	1103	1102	1103	1103	1103	1103	1104	1105	1103	1104	1103	1103	1103	1104	1104	1105	1105	1103	1103	1103	1103	1103	1106	1107	1107	1109	1109	1106	1107	1109	1107	1108	1109	1108	1108	1109	1107	1107	1107	1107	1107	1107	1107	1107	1107	1108
ERR1732608	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1110	1108	1108	1109	1108	1110	1109	1108	1108	1108	1109	1108	1109	1109	1109	1109	1108	1108	1110	1108	1108	1110	1108	1108	1109	1110	1108	1109	1108	1108	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	8	8	8	8	8	8	8	7	7	8	7	7	13	14	13	13	10	6	40	38	38	38	6	0	40	6	9	8	36	40	12	12	4	6	5	23	38	10	8	8	7	8	9	6	9	6	7	9	42	8	7	7	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1101	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1105	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1106	1106	1106	1106	1106	1106	1106	1106	1107
ERR1732858	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1111	1109	1109	1111	1109	1109	1110	1111	1109	1110	1109	1109	1130	1130	1130	1130	1130	1131	1130	1130	1130	1130	1130	1130	1130	1130	1131	1131	1130	1131	1130	1130	1130	1130	1131	1130	1130	1130	1131	1131	1130	1130	1130	1130	1130	1130	1130	1130	1130	1131	1130	1131	1130	1131	1131	1131	1130	1130	1130	1130	1130	1130	1131	1130	1130	1131	1130	42	42	42	42	42	42	38	37	37	38	37	37	42	43	42	42	44	39	41	41	41	41	42	40	0	40	43	42	18	42	46	45	38	40	39	41	39	44	41	42	41	42	43	40	43	40	41	43	39	41	41	41	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1103	1103	1103	1103	1103	1103	1103	1103	1103	1103	1102	1101	1099	1101	1100	1101	1101	1101	1101	1102	1103	1101	1102	1101	1101	1101	1102	1102	1103	1103	1101	1101	1101	1101	1101	1103	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1107	1107	1107	1107	1107	1107	1107	1107	1108
ERR1732874	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1108	1110	1108	1108	1109	1108	1110	1109	1108	1108	1108	1109	1108	1109	1109	1109	1109	1108	1108	1110	1108	1108	1110	1108	1108	1109	1110	1108	1109	1108	1108	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	8	8	8	8	8	8	8	7	7	8	7	7	13	14	13	13	10	6	40	38	38	38	8	6	40	0	9	8	36	40	12	12	4	6	5	23	38	10	8	8	7	8	9	6	9	6	6	9	41	8	7	7	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1101	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1105	1105	1105	1107	1107	1104	1105	1107	1105	1106	1107	1106	1106	1107	1105	1107	1107	1107	1107	1107	1107	1107	1107	1108
ERR1732883	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1109	1111	1109	1109	1110	1109	1111	1110	1109	1109	1109	1110	1109	1110	1110	1110	1110	1109	1109	1111	1109	1109	1111	1109	1109	1110	1111	1109	1110	1109	1109	1129	1129	1129	1129	1129	1130	1129	1129	1129	1129	1129	1129	1129	1129	1130	1130	1129	1130	1129	1129	1129	1129	1130	1129	1129	1129	1130	1130	1129	1129	1129	1129	1129	1129	1129	1129	1129	1130	1129	1130	1129	1130	1130	1130	1129	1129	1129	1129	1129	1129	1130	1129	1129	1130	1129	11	11	11	11	11	11	11	10	10	11	10	10	15	16	15	15	13	9	43	41	41	41	11	9	43	9	0	11	39	43	15	15	7	9	8	26	41	13	11	11	10	9	12	9	12	9	10	12	45	11	10	8	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1137	1137	1136	1135	1138	1135	1136	1136	1135	1137	1137	1135	1137	1137	1137	1137	1137	1137	1136	1137	1137	1137	1137	1137	1139	1135	1104	1104	1104	1104	1104	1104	1104	1104	1104	1104	1103	1102	1100	1102	1101	1102	1102	1102	1102	1103	1104	1102	1103	1102	1102	1102	1103	1103	1104	1104	1102	1102	1102	1102	1102	1105	1106	1106	1108	1108	1105	1106	1108	1106	1107	1108	1107	1107	1108	1106	1107	1107	1107	1107	1107	1107	1107	1107	1108
